timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-01T19:54:16,codecarbon,898fbd86-a480-4dd7-9148-79bfb8f8aa4b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,480.69836369999393,0.0003926524948937786,8.168375941026394e-07,42.5,0.0,10.0,0.005672310062221581,0.0,0.0013344619161109828,0.007006771978332564,0.0,France,FRA,,,,Windows-11-10.0.26200-SP0,3.12.6,3.2.1,12,12th Gen Intel(R) Core(TM) i5-12450H,,,2.3387,48.8582,15.700065612792969,machine,23.402742616033755,0,83.43924050632911,13.099915878682197,N,1.0,0.0
